student_id,origin_country,destination_country,destination_city,university_name,course_name,field_of_study,year_of_enrollment,scholarship_received,enrollment_reason,graduation_year,placement_status,placement_country,placement_company,starting_salary_usd,gpa_or_score,visa_status,post_graduation_visa,language_proficiency_test,test_score,world_university_rank,study_duration,stem_flag,placed_flag,scholarship_flag,stay_in_canada
S03928,6,3,33,14,3,4,2022.0,Yes,4,2024.0,Placed,India,6,1.2792191007620857,0.8666199454568319,2,0,0,-1.8941056906833906,-0.08290922680561606,2.0,0,1,1,0
S02716,1,0,27,72,10,6,2021.0,Yes,4,2024.0,Placed,Canada,1,0.6939777339214769,1.586519680414808,0,4,0,-1.8941056906833906,1.611446112417955,3.0,0,1,1,1
S00795,3,5,32,30,10,1,2021.0,Yes,1,2023.0,Not Placed,UK,9,-0.8785035087145754,-1.0144083942720734,1,4,0,-1.8941056906833906,-0.28549519127799955,2.0,0,0,1,0
S01594,0,3,11,18,2,3,2022.0,No,1,2024.0,Placed,India,10,0.42062190277217226,1.609742252510226,3,3,0,0.12369093303386793,-0.28549519127799955,2.0,1,1,0,0
S00769,6,7,1,20,5,4,2023.0,No,2,2025.0,Placed,UAE,11,1.2316583805188395,-0.29450865931409725,5,3,0,-1.8941056906833906,-0.28549519127799955,2.0,0,1,0,0
S00478,9,6,40,67,0,2,2021.0,Yes,3,2023.0,Not Placed,UK,9,-0.8785035087145754,-1.385969547798771,4,0,0,0.056431045576625906,-0.28549519127799955,2.0,1,0,1,0
S04283,5,2,45,68,1,2,2023.0,No,1,2024.0,Placed,Germany,7,1.296571270668411,0.21638792678511096,4,2,1,0.7962898076062874,4.8344046381149655,1.0,1,1,0,0
S02146,4,8,38,66,5,2,2022.0,Yes,0,2023.0,Not Placed,UK,9,-0.8785035087145754,-0.5267343802682832,0,1,3,1.0653293574352556,-0.8564192729728985,1.0,1,0,1,0
S04156,6,3,39,3,5,7,2023.0,Yes,1,2024.0,Placed,India,2,1.3039065061288122,1.7026325408919005,5,4,3,0.6281400889631826,-0.28549519127799955,1.0,0,1,1,0
S03758,1,2,45,68,8,3,2020.0,No,1,2022.0,Placed,Germany,9,-0.2410873219056293,-1.4556372640850264,1,4,0,-0.11171867306647898,4.8344046381149655,2.0,1,1,0,0
S04602,3,5,36,34,6,4,2019.0,Yes,4,2022.0,Placed,Russia,3,-0.0014893485740848918,-1.641417840848375,2,2,0,-1.8941056906833906,-0.28549519127799955,3.0,0,1,1,0
S01500,1,6,14,63,7,0,2020.0,No,2,2023.0,Placed,South Africa,9,1.3645207905515895,0.14672021049885567,2,4,2,0.42636042659145684,-0.28549519127799955,3.0,0,1,0,0
S01926,4,5,36,34,10,6,2021.0,Yes,4,2023.0,Not Placed,UK,9,-0.8785035087145754,-1.2698566873216774,4,2,0,0.6281400889631826,-0.28549519127799955,2.0,0,0,1,0
S02368,5,4,13,7,5,3,2021.0,Yes,0,2022.0,Not Placed,UK,9,-0.8785035087145754,1.6329648246056452,5,4,0,0.9644395262493923,-0.28549519127799955,1.0,1,0,1,0
S02442,0,6,40,67,0,1,2023.0,Yes,2,2026.0,Not Placed,UK,9,-0.8785035087145754,-0.13195065464616756,5,0,2,0.2918406516769728,-0.28549519127799955,3.0,0,0,1,0
S00213,5,8,4,53,4,4,2019.0,Yes,4,2021.0,Placed,UK,6,1.0725508135027724,-1.409192119894189,1,3,0,1.031699413706634,0.6353501017782891,2.0,0,1,1,0
S00754,5,7,43,2,5,4,2021.0,Yes,4,2022.0,Placed,UAE,3,1.3208643085372664,1.1917359547926911,3,0,0,-1.8941056906833906,-0.28549519127799955,1.0,0,1,1,0
S00207,3,8,6,55,1,5,2020.0,Yes,4,2021.0,Not Placed,UK,9,-0.8785035087145754,0.05382992211718125,4,0,0,0.3927304828628357,-0.8748361788340243,1.0,0,0,1,0
S00900,2,6,7,56,0,3,2020.0,No,4,2022.0,Not Placed,UK,9,-0.8785035087145754,-1.2234115431308403,1,2,0,-1.8941056906833906,3.195300016474772,2.0,1,0,0,0
S02347,6,0,16,52,4,0,2019.0,Yes,1,2020.0,Placed,Canada,10,0.41628386029559095,-1.6646404129437942,1,3,0,-1.8941056906833906,1.114189654167559,1.0,0,1,1,1
S01484,4,6,23,62,14,7,2021.0,Yes,3,2022.0,Not Placed,UK,9,-0.8785035087145754,0.21638792678511096,3,3,0,0.2918406516769728,-0.28549519127799955,1.0,0,0,1,0
S01355,2,5,32,30,13,4,2023.0,No,0,2024.0,Not Placed,UK,9,-0.8785035087145754,-1.1769663989400032,1,1,2,1.0989593011638763,-0.28549519127799955,1.0,0,0,0,0
S01248,5,4,30,27,2,6,2022.0,Yes,3,2024.0,Not Placed,UK,9,-0.8785035087145754,-1.6646404129437942,0,3,3,0.49362031404869855,-0.28549519127799955,2.0,0,0,1,0
S01666,9,4,13,7,13,1,2023.0,No,2,2024.0,Not Placed,UK,9,-0.8785035087145754,0.913065089647669,3,4,3,0.45999037032007767,-0.28549519127799955,1.0,0,0,0,0
S00659,3,6,40,67,10,1,2020.0,No,1,2021.0,Placed,South Africa,9,1.095286099755037,-0.6660698128407949,0,3,0,0.7626598638776666,-0.28549519127799955,1.0,0,1,0,0
S02654,5,0,48,69,14,3,2022.0,Yes,2,2023.0,Not Placed,UK,9,-0.8785035087145754,1.2846262431743656,1,4,0,-1.8941056906833906,-0.5249149674726347,1.0,1,0,1,0
S02592,5,4,13,7,4,6,2021.0,No,3,2022.0,Placed,Ireland,0,1.845313925581056,-1.4556372640850264,1,0,0,-1.8941056906833906,-0.28549519127799955,1.0,0,1,0,0
S01130,7,2,45,68,6,7,2022.0,No,3,2023.0,Not Placed,UK,9,-0.8785035087145754,1.37751653155604,5,4,0,0.49362031404869855,4.8344046381149655,1.0,0,0,0,0
S02844,5,8,27,21,3,3,2019.0,Yes,2,2020.0,Not Placed,UK,9,-0.8785035087145754,-0.8518503896041437,0,1,2,0.056431045576625906,-0.35916281472250267,1.0,1,0,1,0
S01777,6,3,47,31,9,1,2022.0,No,0,2025.0,Placed,India,6,1.4218421063671438,-0.7125149570316321,2,4,0,-1.8941056906833906,-0.28549519127799955,3.0,0,1,0,0
S03887,1,7,12,29,3,6,2019.0,Yes,2,2020.0,Not Placed,UK,9,-0.8785035087145754,0.5879490803118086,5,0,2,0.25821070794835194,-0.28549519127799955,1.0,0,0,1,0
S00058,4,9,42,47,5,5,2023.0,No,2,2025.0,Not Placed,UK,9,-0.8785035087145754,0.5182813640255532,0,1,0,0.45999037032007767,-0.7275009319450181,2.0,0,0,0,0
S02324,8,6,7,56,10,0,2020.0,Yes,3,2023.0,Placed,South Africa,7,-0.26656346226809785,0.21638792678511096,0,1,3,0.056431045576625906,3.195300016474772,3.0,0,1,1,0
S03467,9,3,11,6,11,1,2020.0,No,3,2021.0,Not Placed,UK,9,-0.8785035087145754,-1.2001889710354223,5,0,0,0.45999037032007767,-0.28549519127799955,1.0,0,0,0,0
S04317,3,7,1,20,12,0,2021.0,Yes,0,2024.0,Not Placed,UK,9,-0.8785035087145754,1.4239616757468772,0,4,3,1.031699413706634,-0.28549519127799955,3.0,0,0,1,0
S02699,8,3,11,6,3,5,2020.0,Yes,3,2021.0,Not Placed,UK,9,-0.8785035087145754,1.0524005222201807,5,2,0,-0.010828841880616107,-0.28549519127799955,1.0,0,0,1,0
S01856,4,2,3,42,4,3,2022.0,No,1,2023.0,Not Placed,UK,9,-0.8785035087145754,-1.2466341152262594,2,2,2,0.7626598638776666,-0.28549519127799955,1.0,1,0,0,0
S03954,1,0,25,35,8,2,2020.0,No,3,2022.0,Not Placed,UK,9,-0.8785035087145754,1.6794099687964823,3,1,0,0.3927304828628357,3.6188888512806643,2.0,1,0,0,0
S00990,5,7,1,20,1,7,2022.0,Yes,4,2024.0,Not Placed,UK,9,-0.8785035087145754,1.0059553780293433,5,1,2,0.02280110184800505,-0.28549519127799955,2.0,0,0,1,0
S02021,6,5,41,38,3,6,2020.0,No,3,2022.0,Not Placed,UK,9,-0.8785035087145754,0.8201748012659946,3,1,3,0.056431045576625906,-0.28549519127799955,2.0,0,0,0,0
S02755,2,3,2,13,0,7,2019.0,Yes,3,2020.0,Not Placed,UK,9,-0.8785035087145754,0.030607350021762136,4,1,0,1.0989593011638763,0.5800993841949118,1.0,0,0,1,0
S04369,8,6,40,67,13,3,2021.0,No,2,2023.0,Placed,South Africa,3,1.5165494609808716,1.6794099687964823,0,2,2,0.02280110184800505,-0.28549519127799955,2.0,1,1,0,0
S01491,2,4,13,45,0,1,2019.0,No,4,2021.0,Placed,Ireland,7,1.81946313609561,0.21638792678511096,3,4,0,1.0653293574352556,-0.28549519127799955,2.0,0,1,0,0
S03144,8,5,41,38,6,5,2023.0,No,1,2026.0,Placed,Russia,10,0.6907439204389344,0.3092782151667854,3,4,0,0.02280110184800505,-0.28549519127799955,3.0,0,1,0,0
S03026,5,8,29,64,11,0,2019.0,Yes,3,2021.0,Placed,UK,12,0.6114366166170703,0.030607350021762136,3,2,1,0.49362031404869855,-0.41441353230587996,2.0,0,1,1,0
S01696,4,5,24,19,2,4,2023.0,Yes,0,2026.0,Placed,Russia,2,0.12622656561144824,-0.7589601012224693,0,1,3,0.09006098930524706,-0.28549519127799955,3.0,0,1,1,0
S04973,5,6,23,62,2,3,2022.0,Yes,0,2023.0,Placed,South Africa,5,-0.0859037114933789,1.5632971083193887,4,3,2,0.9644395262493923,-0.28549519127799955,1.0,1,1,1,0
S02850,0,3,39,3,11,1,2019.0,Yes,0,2020.0,Placed,India,6,1.1925765614798203,1.122068238506436,5,2,2,0.7290299201490454,-0.28549519127799955,1.0,0,1,1,0
S02823,3,1,49,0,1,4,2022.0,Yes,4,2023.0,Not Placed,UK,9,-0.8785035087145754,-1.0144083942720734,4,4,3,1.0989593011638763,-0.28549519127799955,1.0,0,0,1,0
S03373,6,0,31,28,8,6,2023.0,Yes,3,2025.0,Not Placed,UK,9,-0.8785035087145754,0.07705249421259934,3,4,0,0.5608802015059405,-0.41441353230587996,2.0,0,0,1,0
S00044,4,7,12,29,10,4,2023.0,No,0,2025.0,Placed,UAE,10,1.3395573279363533,-1.2234115431308403,2,0,1,-0.04445878560923697,-0.28549519127799955,2.0,0,1,0,0
S01695,0,8,15,60,4,4,2020.0,No,2,2023.0,Placed,UK,6,0.33344696736778107,-0.7821826733178874,0,0,1,1.031699413706634,-0.5064980616115089,3.0,0,1,0,0
S03704,5,6,14,63,14,6,2021.0,No,2,2023.0,Not Placed,UK,9,-0.8785035087145754,0.913065089647669,2,0,2,0.32547059540559364,-0.28549519127799955,2.0,0,0,0,0
S04328,7,4,13,46,8,5,2021.0,Yes,3,2024.0,Placed,Ireland,9,1.0094914505931945,-1.2001889710354223,5,4,3,0.45999037032007767,1.279941806917691,3.0,0,1,1,0
S00193,3,6,14,63,14,4,2021.0,Yes,1,2023.0,Placed,South Africa,10,0.7458567782664108,1.4936293920331336,1,0,0,0.9308095825207715,-0.28549519127799955,2.0,0,1,1,0
S03900,4,8,15,60,2,1,2022.0,No,1,2024.0,Placed,UK,12,1.1969737590810823,1.0291779501247615,3,4,2,0.12369093303386793,-0.5064980616115089,2.0,0,1,0,0
S03555,6,2,45,68,8,6,2019.0,No,0,2022.0,Placed,Germany,9,1.9935566680307761,-1.2466341152262594,1,1,2,1.1325892448924972,4.8344046381149655,3.0,0,1,0,0
S04095,3,8,4,53,12,7,2022.0,No,4,2023.0,Placed,UK,12,0.8515078309460599,-0.8054052454133065,1,1,2,0.9308095825207715,0.6353501017782891,1.0,0,1,0,0
S03711,6,5,36,34,3,0,2023.0,Yes,4,2025.0,Placed,Russia,10,0.09033912330518448,-0.08550551045533036,1,2,0,-1.8941056906833906,-0.28549519127799955,2.0,0,1,1,0
S04161,0,5,32,24,11,5,2019.0,Yes,4,2022.0,Not Placed,UK,9,-0.8785035087145754,-1.2698566873216774,2,2,0,0.7626598638776666,0.6906008193616664,3.0,0,0,1,0
S01016,5,9,28,49,3,2,2023.0,No,1,2026.0,Not Placed,UK,9,-0.8785035087145754,-0.20161837093242285,3,2,3,0.5272502577773197,-0.3407459088613769,3.0,1,0,0,0
S02387,2,8,38,66,2,3,2022.0,Yes,0,2025.0,Not Placed,UK,9,-0.8785035087145754,-0.13195065464616756,5,1,3,0.5272502577773197,-0.8564192729728985,3.0,1,0,1,0
S01822,3,5,32,24,4,2,2020.0,No,4,2021.0,Placed,Russia,3,0.8072992344347174,-0.38739894769577166,3,3,2,-0.010828841880616107,0.6906008193616664,1.0,1,1,0,0
S02538,3,8,4,53,8,0,2019.0,Yes,2,2022.0,Placed,UK,7,0.8584881356583771,-0.9447406779858181,3,4,2,0.45999037032007767,0.6353501017782891,3.0,0,1,1,0
S03418,6,9,42,40,6,5,2020.0,Yes,2,2022.0,Placed,USA,0,1.5966454997984778,0.8433973733614127,3,1,0,-1.8941056906833906,-0.819585461250647,2.0,0,1,1,0
S02671,8,2,34,22,4,5,2020.0,No,1,2022.0,Placed,Germany,8,1.3514475079971648,1.5400745362239707,4,1,1,0.12369093303386793,-0.28549519127799955,2.0,0,1,0,0
S01737,3,1,22,59,3,1,2019.0,No,0,2022.0,Placed,Finland,5,0.0877757345690228,1.4704068199377145,0,2,2,0.8971796387921507,-0.28549519127799955,3.0,0,1,0,0
S03807,4,2,34,44,13,3,2019.0,Yes,3,2020.0,Not Placed,UK,9,-0.8785035087145754,-0.10872808255074845,0,2,2,0.25821070794835194,-0.08290922680561606,1.0,1,0,1,0
S04049,1,0,37,65,3,4,2023.0,No,4,2026.0,Placed,Canada,2,1.7853306291548723,0.007384777926344049,2,0,0,-1.8941056906833906,-0.28549519127799955,3.0,0,1,0,1
S01580,3,8,29,64,12,6,2023.0,No,1,2024.0,Not Placed,UK,9,-0.8785035087145754,1.6329648246056452,2,0,2,0.9644395262493923,-0.41441353230587996,1.0,0,0,0,0
S00832,5,2,0,36,5,0,2020.0,No,1,2022.0,Not Placed,UK,9,-0.8785035087145754,0.4253910756438789,5,4,0,0.42636042659145684,1.040522030723056,2.0,0,0,0,0
S02789,2,3,39,3,5,4,2021.0,Yes,2,2022.0,Not Placed,UK,9,-0.8785035087145754,-1.1072986826537479,0,4,2,0.9644395262493923,-0.28549519127799955,1.0,0,0,1,0
S00842,7,2,45,68,0,7,2022.0,Yes,1,2023.0,Not Placed,UK,9,-0.8785035087145754,1.5632971083193887,3,1,2,1.0653293574352556,4.8344046381149655,1.0,0,0,1,0
S04728,0,1,26,23,14,1,2021.0,Yes,2,2022.0,Placed,Finland,11,-0.08052059514743934,1.2149585268881102,1,1,3,0.49362031404869855,-0.28549519127799955,1.0,0,1,1,0
S04329,4,0,37,65,5,7,2023.0,No,3,2024.0,Placed,Canada,3,0.40851482058753164,0.4253910756438789,1,4,0,0.2918406516769728,-0.28549519127799955,1.0,0,1,0,1
S03710,7,8,38,66,10,6,2019.0,Yes,4,2020.0,Placed,UK,3,1.380630702839621,-0.3641763756003536,1,3,0,1.0989593011638763,-0.8564192729728985,1.0,0,1,1,0
S01510,8,4,30,27,10,1,2022.0,Yes,3,2023.0,Not Placed,UK,9,-0.8785035087145754,0.8201748012659946,3,2,2,0.6281400889631826,-0.28549519127799955,1.0,0,0,1,0
S01447,0,7,12,58,2,7,2022.0,Yes,2,2023.0,Not Placed,UK,9,-0.8785035087145754,0.7272845128843202,3,0,0,0.12369093303386793,-0.28549519127799955,1.0,0,0,1,0
S04622,8,7,12,26,13,5,2020.0,No,3,2023.0,Placed,UAE,11,1.3305263122351068,0.4950587919301342,4,0,1,0.6617700326918035,-0.28549519127799955,3.0,0,1,0,0
S00951,6,3,11,6,14,3,2022.0,Yes,2,2025.0,Not Placed,UK,9,-0.8785035087145754,1.37751653155604,3,4,2,0.6281400889631826,-0.28549519127799955,3.0,1,0,1,0
S01445,1,6,23,62,4,4,2020.0,Yes,3,2022.0,Not Placed,UK,9,-0.8785035087145754,-0.41062151979119077,5,4,3,0.8299197513349084,-0.28549519127799955,2.0,0,0,1,0
S04416,7,1,17,1,7,5,2023.0,No,4,2024.0,Placed,Finland,1,0.7288595391081695,-1.57175012456212,4,3,3,0.7962898076062874,0.8747698779729242,1.0,0,1,0,0
S03852,9,2,0,36,11,5,2021.0,Yes,0,2023.0,Not Placed,UK,9,-0.8785035087145754,-1.4324146919896081,4,0,1,0.6617700326918035,1.040522030723056,2.0,0,0,1,0
S00724,3,0,50,54,10,6,2021.0,Yes,2,2023.0,Placed,Canada,2,-0.1329517539893928,0.14672021049885567,5,0,0,0.42636042659145684,-0.28549519127799955,2.0,0,1,1,1
S04413,9,2,3,12,1,6,2020.0,Yes,4,2021.0,Not Placed,UK,9,-0.8785035087145754,1.6329648246056452,4,2,1,-0.11171867306647898,-0.28549519127799955,1.0,0,0,1,0
S00233,0,5,32,4,11,3,2021.0,No,2,2023.0,Placed,Russia,2,0.801028791218568,0.030607350021762136,2,4,1,-0.21260850425234185,-0.28549519127799955,2.0,1,1,0,0
S03040,7,0,48,69,8,1,2023.0,No,0,2025.0,Placed,Canada,4,1.0301563074816364,0.7737296570751574,1,4,0,-1.8941056906833906,-0.5249149674726347,2.0,0,1,0,1
S04559,7,6,23,62,5,4,2020.0,No,4,2023.0,Placed,South Africa,1,0.4731516534885935,-1.6878629850392124,2,4,1,-0.178978560523721,-0.28549519127799955,3.0,0,1,0,0
S02918,5,7,1,20,10,1,2023.0,Yes,2,2024.0,Not Placed,UK,9,-0.8785035087145754,-0.6428472407453758,0,3,3,1.031699413706634,-0.28549519127799955,1.0,0,0,1,0
S01068,4,0,31,28,1,3,2023.0,No,2,2024.0,Placed,Canada,0,0.9061474477760911,1.7490776850827376,2,3,0,0.12369093303386793,-0.41441353230587996,1.0,1,1,0,1
S04584,0,7,12,10,1,6,2019.0,Yes,3,2020.0,Not Placed,UK,9,-0.8785035087145754,0.5182813640255532,2,1,0,0.5945101452345617,-0.28549519127799955,1.0,0,0,1,0
S00533,8,3,8,16,13,6,2023.0,No,0,2026.0,Placed,India,7,0.018169871194785962,0.4021685035484598,0,4,0,0.8635496950635292,-0.28549519127799955,3.0,0,1,0,0
S00541,2,6,19,37,3,3,2023.0,No,4,2025.0,Not Placed,UK,9,-0.8785035087145754,-1.618195268752957,1,3,2,0.42636042659145684,-0.28549519127799955,2.0,1,0,0,0
S04924,3,6,7,56,11,2,2022.0,No,2,2023.0,Not Placed,UK,9,-0.8785035087145754,1.4239616757468772,1,2,0,-1.8941056906833906,3.195300016474772,1.0,1,0,0,0
S01526,5,6,23,71,7,1,2022.0,No,3,2025.0,Placed,South Africa,3,0.047116445538519576,-1.2698566873216774,1,3,2,0.02280110184800505,-0.28549519127799955,3.0,0,1,0,0
S02980,0,9,5,8,11,5,2023.0,Yes,3,2026.0,Placed,USA,9,1.8396153152368195,-0.921518105890399,2,3,0,0.8635496950635292,-0.8380023671117728,3.0,0,1,1,0
S02112,3,8,27,21,1,1,2021.0,Yes,4,2022.0,Not Placed,UK,9,-0.8785035087145754,0.14672021049885567,5,2,2,1.0989593011638763,-0.35916281472250267,1.0,0,0,1,0
S00857,4,0,48,69,5,4,2020.0,No,0,2021.0,Not Placed,UK,9,-0.8785035087145754,0.8898425175522499,3,0,0,-1.8941056906833906,-0.5249149674726347,1.0,0,0,0,0
S03764,1,5,32,4,14,2,2023.0,Yes,1,2026.0,Not Placed,UK,9,-0.8785035087145754,0.007384777926344049,5,3,2,0.7290299201490454,-0.28549519127799955,3.0,1,0,1,0
S00756,2,0,16,52,2,5,2019.0,No,4,2020.0,Placed,Canada,1,1.5067099919089895,0.21638792678511096,1,4,0,-1.8941056906833906,1.114189654167559,1.0,0,1,0,1
S04951,9,0,50,54,1,7,2020.0,Yes,4,2022.0,Not Placed,UK,9,-0.8785035087145754,0.9362876617430871,5,2,3,0.9308095825207715,-0.28549519127799955,2.0,0,0,1,0
S02983,9,7,12,26,0,7,2022.0,Yes,4,2023.0,Not Placed,UK,9,-0.8785035087145754,0.4950587919301342,2,3,0,-1.8941056906833906,-0.28549519127799955,1.0,0,0,1,0
S01705,5,4,13,51,10,6,2019.0,No,0,2022.0,Placed,Ireland,9,1.2084301348942357,-0.22484094302784197,2,2,3,0.49362031404869855,-0.28549519127799955,3.0,0,1,0,0
S03110,8,4,30,27,13,4,2020.0,Yes,1,2021.0,Placed,Ireland,6,2.0483145951101687,0.030607350021762136,4,4,3,0.49362031404869855,-0.28549519127799955,1.0,0,1,1,0
S00457,9,6,19,37,6,7,2020.0,Yes,4,2021.0,Not Placed,UK,9,-0.8785035087145754,1.6794099687964823,0,2,1,-0.07808872933785782,-0.28549519127799955,1.0,0,0,1,0
S04912,6,1,26,23,10,3,2020.0,Yes,1,2021.0,Placed,Finland,9,1.5922680205721094,-0.8750729616995618,3,4,3,0.5272502577773197,-0.28549519127799955,1.0,1,1,1,0
S04872,0,9,42,40,10,6,2022.0,Yes,3,2025.0,Placed,USA,1,0.022389603422005987,1.2846262431743656,0,3,2,0.1573208767624888,-0.819585461250647,3.0,0,1,1,0
S02715,5,7,12,26,9,6,2019.0,No,0,2020.0,Not Placed,UK,9,-0.8785035087145754,0.6111716524072267,1,0,2,0.1573208767624888,-0.28549519127799955,1.0,0,0,0,0
S04540,6,4,13,45,1,2,2020.0,No,4,2022.0,Not Placed,UK,9,-0.8785035087145754,1.6561873967010632,3,3,2,0.2918406516769728,-0.28549519127799955,2.0,1,0,0,0
S02047,1,8,4,53,13,4,2021.0,Yes,4,2022.0,Placed,UK,5,1.3404446548065632,0.7272845128843202,4,4,1,0.49362031404869855,0.6353501017782891,1.0,0,1,1,0
S03847,2,4,13,7,14,5,2019.0,Yes,3,2021.0,Placed,Ireland,10,0.15937315380750833,0.7272845128843202,2,1,2,0.8971796387921507,-0.28549519127799955,2.0,0,1,1,0
S04428,8,4,30,27,13,6,2023.0,No,4,2024.0,Not Placed,UK,9,-0.8785035087145754,-0.898295533794981,0,0,0,-0.04445878560923697,-0.28549519127799955,1.0,0,0,0,0
S02330,4,3,11,15,5,1,2023.0,Yes,2,2024.0,Placed,India,12,1.5242790639391437,0.05382992211718125,4,0,0,0.09006098930524706,2.348122346862986,1.0,0,1,1,0
S01999,3,6,7,56,13,7,2021.0,Yes,1,2023.0,Placed,South Africa,9,2.0704386117407334,-0.5964020965545386,3,4,3,-0.11171867306647898,3.195300016474772,2.0,0,1,1,0
S03435,5,7,12,10,6,6,2021.0,No,2,2023.0,Placed,UAE,5,0.355432955374091,1.2614036710789476,4,3,0,-1.8941056906833906,-0.28549519127799955,2.0,0,1,0,0
S03726,4,1,49,70,5,2,2019.0,No,1,2022.0,Not Placed,UK,9,-0.8785035087145754,1.5632971083193887,4,1,0,0.5608802015059405,-0.28549519127799955,3.0,1,0,0,0
S04600,3,4,18,33,8,2,2019.0,Yes,1,2021.0,Not Placed,UK,9,-0.8785035087145754,-1.57175012456212,3,4,1,0.9308095825207715,-0.28549519127799955,2.0,1,0,1,0
S02017,2,1,21,61,8,0,2023.0,Yes,2,2026.0,Placed,Finland,10,2.0575822313101377,-0.7589601012224693,1,0,3,0.45999037032007767,0.966854407278553,3.0,0,1,1,0
S02436,7,1,49,0,4,2,2020.0,No,2,2021.0,Not Placed,UK,9,-0.8785035087145754,0.12349763840343654,0,0,2,0.7626598638776666,-0.28549519127799955,1.0,1,0,0,0
S03724,3,5,36,34,4,7,2023.0,Yes,0,2024.0,Placed,Russia,3,1.125100282594087,0.3789459314530417,5,2,0,-1.8941056906833906,-0.28549519127799955,1.0,0,1,1,0
S01365,3,5,32,4,4,6,2022.0,Yes,3,2025.0,Placed,Russia,2,0.44674874950612803,1.6561873967010632,2,2,3,1.0653293574352556,-0.28549519127799955,3.0,0,1,1,0
S02898,9,8,27,17,11,2,2019.0,No,2,2020.0,Placed,UK,3,1.8318857122785475,-1.2466341152262594,5,1,1,0.8299197513349084,-0.8011685553895213,1.0,1,1,0,0
S03596,4,9,28,49,6,7,2020.0,Yes,0,2022.0,Placed,USA,9,0.9296123138994173,-1.2930792594170966,3,0,0,-1.8941056906833906,-0.3407459088613769,2.0,0,1,1,0
S00436,3,0,50,54,9,5,2023.0,No,4,2024.0,Placed,Canada,8,1.9899482054252562,1.354293959460622,2,0,2,0.9644395262493923,-0.28549519127799955,1.0,0,1,0,1
S04380,0,6,23,62,6,1,2021.0,Yes,3,2022.0,Not Placed,UK,9,-0.8785035087145754,1.0988456664110178,0,4,1,1.0989593011638763,-0.28549519127799955,1.0,0,0,1,0
S02254,7,4,13,51,9,3,2023.0,Yes,0,2026.0,Placed,Ireland,5,0.922198204939442,0.14672021049885567,3,2,0,0.19095082049110992,-0.28549519127799955,3.0,1,1,1,0
S00440,1,8,6,55,13,1,2023.0,No,1,2024.0,Not Placed,UK,9,-0.8785035087145754,-1.641417840848375,4,4,0,-1.8941056906833906,-0.8748361788340243,1.0,0,0,0,0
S02840,1,7,12,58,6,2,2022.0,No,0,2025.0,Not Placed,UK,9,-0.8785035087145754,-0.41062151979119077,0,3,0,-1.8941056906833906,-0.28549519127799955,3.0,1,0,0,0
S02565,5,6,44,41,2,1,2022.0,Yes,4,2023.0,Not Placed,UK,9,-0.8785035087145754,0.7272845128843202,5,4,3,-0.07808872933785782,-0.28549519127799955,1.0,0,0,1,0
S04642,9,1,22,59,1,3,2020.0,Yes,2,2023.0,Not Placed,UK,9,-0.8785035087145754,-1.339524403607934,5,3,0,-1.8941056906833906,-0.28549519127799955,3.0,1,0,1,0
S01324,6,1,17,1,3,5,2022.0,No,3,2023.0,Placed,Finland,1,0.22556773832516075,1.0524005222201807,3,3,2,0.02280110184800505,0.8747698779729242,1.0,0,1,0,0
S04035,9,8,27,48,11,1,2022.0,Yes,0,2023.0,Not Placed,UK,9,-0.8785035087145754,-0.921518105890399,1,0,3,-0.010828841880616107,-0.7459178378061438,1.0,0,0,1,0
S04673,4,6,23,62,5,6,2023.0,Yes,2,2025.0,Not Placed,UK,9,-0.8785035087145754,0.9827328059339243,1,1,0,0.5945101452345617,-0.28549519127799955,2.0,0,0,1,0
S02589,2,1,17,1,3,1,2021.0,No,3,2023.0,Not Placed,UK,9,-0.8785035087145754,1.4007391036514591,5,2,0,-0.11171867306647898,0.8747698779729242,2.0,0,0,0,0
S00740,1,8,29,64,2,7,2020.0,Yes,2,2022.0,Placed,UK,1,1.500617014066882,1.0524005222201807,4,2,0,0.6617700326918035,-0.41441353230587996,2.0,0,1,1,0
S03593,0,3,47,31,13,5,2019.0,No,1,2022.0,Not Placed,UK,9,-0.8785035087145754,1.4007391036514591,1,0,0,-1.8941056906833906,-0.28549519127799955,3.0,0,0,0,0
S04177,8,9,5,8,7,6,2023.0,Yes,0,2024.0,Not Placed,UK,9,-0.8785035087145754,-0.8750729616995618,5,1,0,0.5945101452345617,-0.8380023671117728,1.0,0,0,1,0
S02719,8,3,11,6,6,3,2020.0,Yes,4,2021.0,Not Placed,UK,9,-0.8785035087145754,0.9827328059339243,2,0,3,0.9644395262493923,-0.28549519127799955,1.0,1,0,1,0
S01184,6,1,21,61,6,2,2020.0,No,1,2022.0,Placed,Finland,2,2.0492807954799526,0.5182813640255532,0,1,0,-1.8941056906833906,0.966854407278553,2.0,1,1,0,0
S02402,2,7,43,2,9,1,2023.0,Yes,1,2025.0,Not Placed,UK,9,-0.8785035087145754,-0.457066663982028,1,3,2,0.7626598638776666,-0.28549519127799955,2.0,0,0,1,0
S02854,4,0,37,65,13,3,2023.0,Yes,1,2025.0,Placed,Canada,12,0.8828600470268068,-0.24806351512326005,0,1,3,0.8635496950635292,-0.28549519127799955,2.0,1,1,1,1
S03846,1,2,45,68,14,6,2020.0,No,4,2023.0,Not Placed,UK,9,-0.8785035087145754,-1.0144083942720734,2,4,0,0.7290299201490454,4.8344046381149655,3.0,0,0,0,0
